Bathrooms,Bedrooms,Condition,Date,Floors,Grade,Id,Nearest,View,Waterfront,Yr Built,Yr Renovated,Zipcode,Lat,Long,Price,Sqft Above,Sqft Basement,Sqft Living,Sqft Living15,Sqft Lot,Sqft Lot15
1.5,3,4,10/6/2014,1,7,740500070,Mid_Nearest,0,0,1/1/1955,0,98055,47.4402,-122.195,265000,1460,0,1460,1580,8505,8505
2,3,3,4/24/2015,1,7,741500010,Mid_Farthest,0,0,1/1/2010,0,98058,47.438,-122.179,295000,1230,0,1230,1440,3405,4066
2,3,2,12/30/2014,1,7,742000060,Mid_Nearest,0,0,1/1/1955,0,98052,47.6759,-122.114,1200000,2480,0,2480,2400,13310,11340
0.75,1,2,8/25/2014,1,4,745000005,Mid_Farthest,0,0,1/1/1948,0,98146,47.4982,-122.362,145000,480,0,480,1550,9750,9924
2.75,4,3,12/8/2014,2,9,745500010,Mid_Nearest,0,0,1/1/2008,0,98011,47.7368,-122.208,730000,3800,0,3800,3400,9606,9677
2.75,5,3,9/11/2014,2,9,745530040,Mid_Nearest,0,0,1/1/2014,0,98011,47.7336,-122.21,845950,3650,800,4450,4000,9600,9750
3.5,5,3,3/17/2015,2,9,745530180,Mid_Nearest,0,0,1/1/2013,0,98011,47.7339,-122.209,870000,3580,915,4495,4495,10079,10079
3.5,5,3,12/26/2014,2,9,745530240,Mid_Nearest,0,0,1/1/2014,0,98011,47.7338,-122.208,865950,3590,1300,4890,4590,12039,10079
1,2,4,12/11/2014,1,7,748000145,Mid_Nearest,0,0,1/1/1951,0,98133,47.7315,-122.357,335000,1070,0,1070,1680,6678,7788
1,1,3,7/16/2014,1,6,748000205,Mid_Farthest,0,0,1/1/1935,0,98177,47.7322,-122.359,293000,1110,0,1110,1230,5421,8100
1,2,3,6/26/2014,1,6,751000020,Mid_Nearest,0,0,1/1/1924,0,98125,47.7091,-122.292,290000,930,0,930,1250,7740,7740
1,3,4,5/6/2014,1,6,751000060,Mid_Nearest,0,0,1/1/1947,0,98125,47.7098,-122.291,353000,860,490,1350,1130,7740,7740
1,2,3,11/17/2014,1,7,751000080,Mid_Nearest,0,0,1/1/1947,0,98125,47.7092,-122.291,426000,830,800,1630,1250,7680,7740
1.75,3,4,10/2/2014,1,6,751000190,Mid_Nearest,0,0,1/1/1948,0,98125,47.7107,-122.291,355000,860,260,1120,1240,7740,7740
2.5,4,3,5/20/2014,2,9,752000035,Mid_Nearest,0,0,1/1/2006,0,98125,47.7113,-122.296,699000,2650,0,2650,1200,7945,7920
1.5,4,5,11/7/2014,1.5,9,764000155,Farthest,0,0,1/1/1940,0,98022,47.1996,-122.003,415000,2700,0,2700,1670,14760,7200
1.5,3,4,1/9/2015,1,8,764000180,Farthest,0,0,1/1/1956,0,98022,47.2004,-122.003,295000,1670,0,1670,1670,10800,9169
2,4,3,8/27/2014,1,7,765000060,Mid_Nearest,0,0,1/1/1959,0,98011,47.7573,-122.217,342000,1120,450,1570,1570,11200,11200
2,4,3,9/15/2014,1,7,766000240,Farthest,0,0,1/1/1966,0,98042,47.361,-122.116,225000,1200,1020,2220,1300,14120,9709
1.75,3,3,6/10/2014,1,7,766500030,Farthest,0,0,1/1/1979,0,98042,47.3664,-122.1,225000,920,840,1760,1350,26055,13475
1.75,3,3,5/25/2014,1,7,766800090,Farthest,0,0,1/1/1991,0,98022,47.2016,-122.006,195000,1570,0,1570,1650,8459,8844
1.75,3,4,4/2/2015,1,7,766900250,Mid_Nearest,0,0,1/1/1990,0,98028,47.737,-122.225,406000,1030,240,1270,1630,6017,7381
3.5,3,3,8/21/2014,3,7,767000159,Mid_Farthest,0,0,1/1/1999,0,98177,47.7034,-122.362,337900,1500,0,1500,1500,1471,1445
1.5,5,4,10/24/2014,2.5,8,770000045,Nearest,0,0,1/1/1918,0,98118,47.5132,-122.262,405600,2830,0,2830,1480,4000,4000
2,2,3,11/3/2014,2,9,774100355,Farthest,0,0,1/1/2005,0,98014,47.72,-121.402,370000,2100,0,2100,1440,58488,59346
2.75,3,3,6/27/2014,1.5,8,774100475,Farthest,0,0,1/1/2009,0,98014,47.7185,-121.405,415000,2600,0,2600,1740,64626,64626
1.75,3,3,4/17/2015,1.5,7,774101755,Farthest,0,0,1/1/2003,0,98014,47.7179,-121.403,320000,1790,0,1790,1440,66250,59346
1.5,3,3,5/2/2014,1,6,776600130,Farthest,0,0,1/1/1983,0,98045,47.488,-121.787,275000,1180,0,1180,1680,10277,11104
2.25,3,5,11/22/2014,1,7,777100005,Mid_Farthest,4,1,1/1/1959,0,98074,47.6163,-122.068,1650000,1620,1130,2750,2570,6203,7009
1.75,3,3,3/23/2015,1,7,782700120,Farthest,0,0,1/1/1980,0,98019,47.7077,-121.914,334200,1410,0,1410,2240,45302,49222
1.75,3,3,6/9/2014,2,7,782700150,Farthest,0,0,1/1/1977,0,98019,47.7078,-121.915,328000,1440,0,1440,2080,45302,49658
1.75,4,4,3/18/2015,1,7,785000040,Nearest,0,0,1/1/1961,0,98033,47.6775,-122.18,472500,1440,0,1440,1720,8536,9748
1.75,3,3,7/15/2014,2,7,789000520,Mid_Nearest,0,0,1/1/1995,0,98103,47.6966,-122.35,402500,1480,0,1480,1480,2211,2197
1.75,3,3,4/13/2015,2,7,789000550,Mid_Nearest,0,0,1/1/1995,0,98103,47.6969,-122.35,415000,1480,0,1480,1360,2200,2190
1,2,3,7/9/2014,1,6,792000006,Mid_Farthest,0,0,1/1/1952,0,98168,47.492,-122.302,187000,840,0,840,1610,11600,9120
2,3,4,6/27/2014,2,8,792500190,Farthest,0,0,1/1/1981,0,98070,47.3624,-122.455,410000,1400,0,1400,2390,45738,56628
2,2,4,7/15/2014,2,7,792500260,Farthest,0,0,1/1/1990,0,98070,47.3604,-122.457,430000,1440,0,1440,1630,213008,161172
1.25,3,4,12/18/2014,1,7,793200100,Mid_Nearest,0,0,1/1/1966,0,98007,47.5979,-122.135,360000,1320,1030,2350,2140,6200,9543
1,2,3,4/13/2015,1,6,795000405,Mid_Farthest,0,0,1/1/1948,0,98168,47.5033,-122.331,285950,1170,0,1170,1130,6000,7500
1,3,2,9/24/2014,1,5,795000620,Mid_Farthest,0,0,1/1/1950,0,98168,47.5045,-122.33,115000,1080,0,1080,1070,6250,6250
1,3,2,12/15/2014,1,5,795000620,Mid_Farthest,0,0,1/1/1950,0,98168,47.5045,-122.33,124000,1080,0,1080,1070,6250,6250
1,3,2,3/11/2015,1,5,795000620,Mid_Farthest,0,0,1/1/1950,0,98168,47.5045,-122.33,157000,1080,0,1080,1070,6250,6250
1,2,3,6/16/2014,1.5,5,795000765,Mid_Farthest,0,0,1/1/1947,0,98168,47.5045,-122.329,92000,760,0,760,1040,5500,5515
1,2,5,4/6/2015,1,6,795000820,Mid_Farthest,0,0,1/1/1951,0,98168,47.5033,-122.329,220000,840,0,840,1350,9000,10400
1,3,3,9/12/2014,1,6,795000865,Mid_Farthest,0,0,1/1/1948,0,98168,47.5042,-122.329,235000,780,240,1020,1330,6173,5909
1,3,3,10/1/2014,1,7,795000885,Mid_Farthest,0,0,1/1/1947,0,98168,47.5049,-122.329,283000,1270,470,1740,1070,5247,5636
1,3,3,11/25/2014,1,6,795001600,Mid_Farthest,0,0,1/1/1949,0,98168,47.506,-122.331,340000,1310,400,1710,1200,10190,6251
1,2,3,10/7/2014,1,7,795001930,Mid_Farthest,0,0,1/1/1946,0,98168,47.5081,-122.33,324950,1150,0,1150,1390,9186,10690
1,2,3,7/15/2014,1,6,795002190,Mid_Farthest,0,0,1/1/1941,0,98168,47.5088,-122.333,205000,1060,0,1060,1390,8000,8000
1,3,3,5/27/2014,1,6,795002375,Mid_Farthest,0,0,1/1/1943,0,98168,47.5095,-122.331,280000,920,280,1200,1280,6250,9375
1,2,3,4/30/2015,1,6,795002450,Mid_Farthest,0,0,1/1/1942,0,98168,47.5099,-122.33,270950,780,0,780,1280,6250,7100
1,2,3,5/5/2015,1,6,795002455,Mid_Farthest,0,0,1/1/1941,0,98168,47.5102,-122.33,261000,970,0,970,1280,12500,6250
1,4,3,9/23/2014,1,7,796000085,Mid_Farthest,0,0,1/1/1962,0,98168,47.5008,-122.333,175000,1210,0,1210,1210,6250,8291
1,2,4,4/1/2015,1,6,796000235,Mid_Farthest,0,0,1/1/1943,0,98168,47.5024,-122.333,209950,840,210,1050,1310,6250,12500
1.75,3,4,4/7/2015,1,6,797000256,Mid_Farthest,0,0,1/1/1981,0,98168,47.5102,-122.324,339950,720,610,1330,1770,12092,11770
2.75,2,3,4/2/2015,2,7,797000258,Mid_Farthest,0,0,1/1/1947,0,98168,47.5102,-122.324,350000,1630,1190,2820,1690,11770,12500
1,2,3,6/25/2014,1,7,797000276,Mid_Farthest,0,0,1/1/1962,0,98168,47.509,-122.324,270000,1260,800,2060,1690,8398,13495
1.75,3,3,4/2/2015,1,7,797000330,Mid_Farthest,0,0,1/1/1978,0,98168,47.5061,-122.324,369900,1650,500,2150,1550,19127,15000
1.75,3,3,8/1/2014,1,7,798000062,Mid_Farthest,0,0,1/1/1954,0,98168,47.4997,-122.326,286000,1090,680,1770,1520,9000,21141
1.75,2,3,9/24/2014,1,6,798000145,Mid_Farthest,0,0,1/1/1939,0,98168,47.4989,-122.329,244500,650,650,1300,1370,14500,12986
1.75,4,3,7/31/2014,1,7,798000337,Mid_Farthest,0,0,1/1/1963,0,98168,47.4999,-122.327,325000,1330,620,1950,1760,12500,11520
2.5,3,3,8/15/2014,2,7,798000342,Mid_Farthest,0,0,1/1/1991,0,98168,47.5003,-122.328,300000,1830,0,1830,1610,12750,10000
1,3,3,3/27/2015,1,7,798000421,Mid_Farthest,0,0,1/1/1955,0,98168,47.5024,-122.332,292000,1030,700,1730,1610,21183,13000
1,3,3,3/2/2015,1,7,798000457,Mid_Farthest,0,0,1/1/1934,1984,98168,47.5008,-122.332,235000,1310,0,1310,1530,15022,13154
1,3,3,6/25/2014,1.5,6,798000535,Mid_Farthest,0,0,1/1/1942,0,98168,47.5027,-122.33,308000,1640,0,1640,1500,18144,9065
2.5,4,3,10/31/2014,1,7,798000630,Mid_Farthest,0,0,1/1/1941,0,98168,47.4969,-122.33,340000,1070,950,2020,1340,32710,17700
1.75,4,4,12/9/2014,1,7,802000130,Nearest,0,0,1/1/1962,0,98033,47.7012,-122.187,490000,1090,780,1870,2010,9500,10000
1.5,3,3,3/10/2015,1,7,806000020,Mid_Nearest,0,0,1/1/1963,0,98055,47.4545,-122.187,203000,1000,200,1200,1640,9120,9200
1.75,3,3,5/6/2015,1,7,806800090,Farthest,0,0,1/1/2003,0,98092,47.3357,-122.175,275000,1890,0,1890,2960,5000,5421
2.5,3,3,8/1/2014,2,7,806800110,Farthest,0,0,1/1/2003,0,98092,47.3361,-122.175,275000,3020,0,3020,2710,5868,5470
2.5,3,3,2/9/2015,2,7,806800400,Farthest,0,0,1/1/2003,0,98092,47.3357,-122.171,275000,2710,0,2710,2720,5733,5733
2.5,3,3,10/23/2014,2,7,806800420,Farthest,0,0,1/1/2003,0,98092,47.3357,-122.172,289950,2070,0,2070,2070,6145,5297
3,5,3,3/4/2015,2,7,807800020,Farthest,0,0,1/1/2005,0,98030,47.3599,-122.176,315000,2110,0,2110,1460,10766,10400
1.75,3,4,2/4/2015,1,7,807800190,Farthest,0,0,1/1/1964,0,98030,47.3594,-122.175,245000,1180,1170,2350,1680,12720,10400
2,3,4,10/21/2014,1,7,808000070,Farthest,0,0,1/1/1987,0,98030,47.3581,-122.173,206600,1390,0,1390,1720,13464,12080
2.5,4,3,1/16/2015,2,7,808300090,Farthest,0,0,1/1/2000,0,98019,47.7258,-121.959,435000,2650,0,2650,2590,9065,13218
2.5,4,3,2/11/2015,2,7,808300180,Farthest,0,0,1/1/2000,0,98019,47.7247,-121.959,454000,3040,0,3040,2490,12522,9742
2.5,4,3,3/19/2015,2,7,808300200,Farthest,0,0,1/1/2000,0,98019,47.7245,-121.959,468000,3040,0,3040,2670,20682,9742
2.5,4,3,5/27/2014,2,7,808300270,Farthest,0,0,1/1/1999,0,98019,47.7233,-121.959,450000,2520,0,2520,2130,8515,6930
2.25,4,3,3/13/2015,2,7,808300310,Farthest,0,0,1/1/2001,0,98019,47.7237,-121.959,389000,2130,0,2130,2300,5337,6930
2.5,4,3,8/11/2014,2,7,808300460,Farthest,0,0,1/1/2002,0,98019,47.7245,-121.957,415000,2230,0,2230,2490,5743,6300
2.5,4,3,12/2/2014,2,7,808300470,Farthest,0,0,1/1/2002,0,98019,47.7243,-121.957,436000,2495,0,2495,2490,5751,6300
2.5,4,3,5/5/2015,2,7,808300490,Farthest,0,0,1/1/2003,0,98019,47.7241,-121.957,414000,2120,0,2120,2230,6497,6300
2.5,4,3,5/5/2015,2,7,808300550,Farthest,0,0,1/1/2001,0,98019,47.7235,-121.958,453250,2260,0,2260,2300,6300,6300
2.5,3,3,8/26/2014,1,8,809000525,Mid_Nearest,0,0,1/1/1951,0,98109,47.6334,-122.35,872500,1840,200,2040,1820,6000,4920
1.75,2,4,5/22/2014,1,6,809000820,Mid_Nearest,0,0,1/1/1904,0,98109,47.6347,-122.355,494400,780,780,1560,1850,1750,3600
1,6,3,1/6/2015,1.5,7,809000945,Mid_Nearest,0,0,1/1/1918,0,98109,47.6342,-122.353,563000,1250,480,1730,1630,2760,3200
1.5,4,5,5/13/2014,2,9,809001060,Mid_Nearest,0,0,1/1/1905,0,98109,47.6343,-122.352,1110000,1930,810,2740,1680,4000,4000
1,3,3,1/23/2015,1.5,8,809001070,Mid_Nearest,0,0,1/1/1912,0,98109,47.6347,-122.352,550000,1520,0,1520,1880,2500,3600
1,3,4,9/22/2014,1.5,8,809001400,Mid_Nearest,0,0,1/1/1912,0,98109,47.6351,-122.352,925000,1630,0,1630,1710,3200,3600
2,3,5,9/18/2014,1.5,7,809001505,Mid_Nearest,0,0,1/1/1904,0,98109,47.635,-122.353,885000,1790,800,2590,2440,3750,4000
3.25,4,3,11/5/2014,3,8,809001520,Mid_Nearest,0,0,1/1/2014,0,98109,47.6353,-122.353,1850000,3480,0,3480,2200,6000,4080
1,4,3,6/25/2014,2,8,809001525,Mid_Nearest,0,0,1/1/1905,0,98109,47.6354,-122.353,890000,2370,180,2550,2200,4000,4000
1,2,3,8/22/2014,1,7,809001565,Mid_Nearest,0,0,1/1/1919,0,98109,47.6352,-122.352,625000,1100,0,1100,1900,4160,4000
1.5,3,3,7/29/2014,2,8,809001965,Mid_Nearest,0,0,1/1/1919,0,98109,47.6364,-122.351,707000,1980,0,1980,1980,4000,3600
2.5,3,4,12/31/2014,1.5,8,809001970,Mid_Nearest,0,0,1/1/1929,0,98109,47.6364,-122.351,931000,1560,900,2460,2090,6600,3400
2,2,4,9/11/2014,1,7,809002030,Mid_Nearest,0,0,1/1/1926,0,98109,47.6359,-122.351,825000,1230,600,1830,2020,3600,3600
2,5,4,5/19/2014,1.5,7,809002215,Mid_Nearest,0,0,1/1/1907,0,98109,47.6373,-122.35,762000,2140,1230,3370,1920,5000,3200
3,4,4,5/19/2014,1.5,8,809002290,Mid_Nearest,0,0,1/1/1914,0,98109,47.6369,-122.35,1190000,1270,970,2240,2240,6000,4250
2.5,5,3,10/29/2014,2.5,9,809002295,Mid_Nearest,0,0,1/1/1907,0,98109,47.6367,-122.35,1170000,2810,0,2810,2240,6000,4800
1.5,3,3,1/15/2015,1.5,7,809002390,Mid_Nearest,0,0,1/1/1919,0,98109,47.6368,-122.351,658000,1660,0,1660,2200,3190,3240
2.5,3,5,8/8/2014,1.5,7,809002435,Mid_Nearest,0,0,1/1/1906,0,98109,47.6372,-122.352,725000,1940,0,1940,1440,4000,4000
1.5,3,3,3/27/2015,1.5,7,809002485,Mid_Nearest,0,0,1/1/1915,0,98109,47.6368,-122.354,716000,1140,0,1140,1260,4800,4800
1,4,3,7/18/2014,1.5,7,809002610,Mid_Nearest,0,0,1/1/1909,0,98109,47.6368,-122.355,485000,1150,0,1150,1890,2560,3000
2,3,3,4/13/2015,1,7,809002675,Mid_Nearest,0,0,1/1/1909,0,98109,47.637,-122.355,660000,1140,0,1140,1260,6000,4000
1.75,4,3,10/14/2014,1.5,8,809002680,Mid_Nearest,0,0,1/1/1911,0,98109,47.6369,-122.355,1440000,2410,0,2410,1280,6000,4000
2.5,3,3,7/10/2014,2,9,809002705,Mid_Nearest,0,0,1/1/1907,2011,98109,47.6375,-122.354,797000,1370,0,1370,1630,1911,2090
1,3,3,10/22/2014,1.5,8,809002765,Mid_Nearest,0,0,1/1/1907,0,98109,47.6376,-122.353,610000,1180,0,1180,1440,3400,3400
2.5,3,5,4/1/2015,3,9,809003085,Mid_Nearest,0,0,1/1/1990,0,98109,47.6389,-122.349,1070000,2130,0,2130,1970,3545,3464
2,3,3,4/8/2015,1.5,8,809003105,Mid_Nearest,0,0,1/1/1910,2000,98109,47.6384,-122.35,935000,1060,660,1720,1590,2000,4000
1,2,3,12/18/2014,1,7,809003160,Mid_Nearest,0,0,1/1/1906,0,98109,47.6388,-122.35,570000,1100,0,1100,1590,4000,4000
2.25,3,5,3/10/2015,2,8,810000080,Mid_Nearest,0,0,1/1/1925,0,98109,47.6339,-122.354,915000,1580,810,2390,2200,2750,5160
1.5,3,3,12/31/2014,1.5,9,811000050,Mid_Nearest,0,0,1/1/1929,0,98109,47.6312,-122.353,826000,1890,0,1890,2560,5000,5000
3,4,3,9/25/2014,2,9,811000055,Mid_Nearest,0,0,1/1/1930,2014,98109,47.6314,-122.353,1280000,2300,960,3260,2410,4500,4995
1,3,3,2/20/2015,1,6,814000020,Mid_Nearest,0,0,1/1/1944,0,98125,47.7132,-122.283,460000,830,300,1130,1050,7000,7000
2.5,4,3,12/4/2014,2,8,818100030,Farthest,0,0,1/1/1994,0,98042,47.3921,-122.163,310000,1930,0,1930,1990,7014,7920
2.5,2,3,6/3/2014,2,7,818500100,Farthest,0,0,1/1/1986,0,98003,47.3236,-122.323,174500,1240,0,1240,1430,2689,3609
2.5,2,3,10/9/2014,2,7,818500490,Farthest,0,0,1/1/1986,0,98003,47.3241,-122.322,153503,1240,0,1240,1400,3649,3721
3.25,3,3,8/27/2014,3,8,820000012,Mid_Nearest,0,0,1/1/2001,0,98125,47.7186,-122.314,401000,1770,0,1770,1860,1977,2210
3.25,3,3,10/14/2014,3,8,820000018,Mid_Nearest,0,0,1/1/2001,0,98125,47.7185,-122.313,387500,1860,0,1860,1860,2218,2218
1.75,3,4,8/19/2014,1,7,820079043,Farthest,2,0,1/1/1985,0,98022,47.2303,-121.936,428000,1580,0,1580,2040,507038,210394
3,4,3,9/11/2014,2.5,9,820079081,Farthest,0,0,1/1/2006,0,98022,47.2411,-121.932,570000,2710,0,2710,2710,217800,217800
2.25,3,4,12/22/2014,2,7,820079101,Farthest,2,0,1/1/1983,0,98022,47.2328,-121.945,525000,2040,0,2040,2020,435600,223027
2.5,4,3,10/28/2014,2,10,821049123,Farthest,0,0,1/1/1998,0,98003,47.3221,-122.322,389000,2420,0,2420,1400,9147,7200
1.75,4,4,10/9/2014,1,7,821049149,Farthest,0,0,1/1/1961,0,98003,47.3203,-122.321,335000,1390,610,2000,1520,10890,9250
1.5,3,4,9/16/2014,1,7,821049191,Farthest,0,0,1/1/1967,0,98003,47.3204,-122.322,285000,1380,0,1380,1600,12196,10720
2.5,3,4,2/13/2015,2,10,821069025,Farthest,0,0,1/1/1992,0,98042,47.3154,-122.079,685000,3290,0,3290,2700,90796,55023
3.5,4,3,10/17/2014,1,10,821079102,Farthest,2,0,1/1/2007,0,98010,47.3216,-121.94,780000,3720,0,3720,2190,213073,59241
2,2,3,6/13/2014,2,9,822039004,Farthest,0,0,1/1/1990,0,98070,47.4125,-122.455,849900,2280,0,2280,2030,641203,224334
2.5,3,3,5/1/2015,1.5,10,822039025,Farthest,0,0,1/1/1995,0,98070,47.4096,-122.449,777700,2260,0,2260,1610,251460,244372
2.5,3,5,3/11/2015,1,9,822039084,Farthest,2,1,1/1/1953,0,98070,47.4041,-122.451,1350000,2165,588,2753,2680,65005,72513
2.5,3,3,3/27/2015,1,9,822039111,Farthest,1,0,1/1/1997,0,98070,47.4089,-122.459,645000,2120,0,2120,1304,196995,92423
2,3,3,2/19/2015,1.5,7,822039146,Farthest,0,0,1/1/1995,0,98070,47.4154,-122.458,485000,2410,0,2410,1900,50654,36300
4.5,6,3,7/31/2014,1,8,822059038,Mid_Farthest,0,0,1/1/1958,0,98031,47.4045,-122.197,290000,2010,800,2810,1940,11214,8349
1,2,4,3/25/2015,1,5,822059059,Mid_Farthest,0,0,1/1/1951,0,98031,47.4115,-122.197,292500,880,0,880,1217,17743,13000
1,4,4,9/25/2014,1.5,6,822059101,Mid_Farthest,0,0,1/1/1954,0,98031,47.4135,-122.199,319000,1730,0,1730,1380,36356,14060
2.75,3,3,2/17/2015,1,8,822069029,Farthest,0,0,1/1/1962,2015,98038,47.4127,-122.071,579000,1330,1330,2660,1560,223027,222591
2.5,4,3,2/23/2015,2,7,822069066,Farthest,0,0,1/1/1980,0,98038,47.4014,-122.069,365000,1620,0,1620,2240,219542,217800
4.75,4,3,4/23/2015,2.5,11,822069112,Farthest,0,0,1/1/2002,0,98038,47.4097,-122.063,1350000,5230,0,5230,4110,89298,107153
3.25,3,3,7/29/2014,2,10,822069118,Farthest,0,0,1/1/2003,0,98038,47.4087,-122.062,920000,3660,0,3660,3660,66211,107153
1.5,3,4,4/22/2015,1,6,822079033,Farthest,0,0,1/1/1980,0,98038,47.4056,-121.955,350000,1250,0,1250,1930,219978,210394
2.25,3,4,7/28/2014,2,7,823000174,Nearest,4,0,1/1/1947,0,98144,47.5949,-122.291,920000,2200,1450,3650,1950,5353,4970
1,4,4,10/13/2014,1,7,823059145,Mid_Nearest,0,0,1/1/1941,0,98056,47.5029,-122.188,321000,1300,0,1300,1540,18836,8498
3,6,4,5/20/2014,1,7,823059185,Mid_Nearest,0,0,1/1/1966,0,98056,47.5029,-122.188,326000,1880,0,1880,1540,7200,13022
4,5,3,3/25/2015,2,9,823069044,Mid_Farthest,4,0,1/1/1996,0,98027,47.4992,-122.06,833450,3330,1130,4460,2670,269345,115434
2.5,4,3,12/23/2014,2,8,823069074,Mid_Farthest,0,0,1/1/1988,0,98027,47.4969,-122.06,523000,2660,0,2660,2850,65340,74052
3.5,5,3,5/30/2014,2,11,824059042,Nearest,0,0,1/1/2004,0,98004,47.5873,-122.202,1890000,4180,0,4180,2950,17935,13760
2,4,5,9/2/2014,2,8,824059083,Nearest,0,0,1/1/1954,0,98004,47.5892,-122.203,993000,2490,360,2850,2430,14810,10454
2.25,4,3,5/27/2014,2,9,824059140,Nearest,0,0,1/1/1978,0,98004,47.5878,-122.202,949880,2290,0,2290,2290,10687,10300
1.75,4,4,11/17/2014,1,7,824059211,Nearest,0,0,1/1/1955,0,98004,47.5828,-122.197,800000,2150,0,2150,2370,9148,9148
1.75,3,4,10/1/2014,1,8,824059265,Nearest,2,0,1/1/1968,0,98004,47.5873,-122.205,1160000,1640,0,1640,2630,10464,18872
3.5,3,5,12/15/2014,2,8,824059277,Nearest,0,0,1/1/1969,0,98004,47.582,-122.194,985000,2600,0,2600,2430,11920,10050
2.25,3,4,10/28/2014,2,7,824059293,Nearest,0,0,1/1/1980,0,98004,47.5827,-122.197,943500,2370,0,2370,2370,10890,9514
4,5,3,1/8/2015,2,11,824059305,Nearest,1,0,1/1/1988,0,98004,47.5835,-122.202,2200000,4410,1430,5840,3120,11652,13639
3.5,4,3,6/2/2014,2,10,824059321,Nearest,1,0,1/1/2003,0,98004,47.5876,-122.204,1970000,3610,760,4370,2960,8510,10347
3.5,4,3,3/25/2015,2,10,824059324,Nearest,0,0,1/1/2008,0,98004,47.5885,-122.199,1450000,2880,840,3720,2080,8301,9676
3.75,5,3,11/8/2014,2,10,824059331,Nearest,0,0,1/1/2013,0,98040,47.5761,-122.205,1610000,3530,0,3530,3340,13260,13260
2.25,3,3,9/24/2014,2,8,824069113,Mid_Farthest,0,0,1/1/1981,0,98075,47.5874,-122.074,545000,2290,0,2290,1660,14585,36961
3.5,5,3,12/22/2014,1,7,824069121,Mid_Farthest,3,0,1/1/1968,0,98075,47.5833,-122.073,585000,1690,1490,3180,2430,40946,29620
2,4,3,4/29/2015,2,8,824069156,Mid_Farthest,0,0,1/1/1978,0,98075,47.5851,-122.072,570000,2000,0,2000,2420,46902,38130
2.5,3,3,8/21/2014,1.5,8,824069173,Mid_Farthest,0,0,1/1/1974,0,98075,47.587,-122.068,600000,2320,0,2320,2200,52272,52272
2.25,4,4,9/2/2014,1,8,824069188,Mid_Farthest,0,0,1/1/1979,0,98075,47.5851,-122.073,645000,2000,720,2720,2720,18295,18295
1.75,4,3,9/11/2014,1.5,7,824069193,Mid_Farthest,0,0,1/1/1988,0,98075,47.5882,-122.07,555000,1760,0,1760,3030,94525,34848
1.75,4,3,6/26/2014,1,7,824079032,Farthest,0,0,1/1/1964,0,98024,47.5753,-121.95,563500,1610,475,2085,2690,174240,174240
1.5,2,3,6/30/2014,1,7,825049073,Nearest,0,0,1/1/1919,0,98115,47.6726,-122.32,441000,990,200,1190,1410,3400,3150
3.75,4,3,9/23/2014,2,12,825059178,Nearest,4,1,1/1/1999,0,98033,47.6646,-122.208,2570000,2659,1816,4475,4340,20424,5250
3,5,4,11/21/2014,1,10,825059270,Nearest,2,0,1/1/1986,0,98033,47.6627,-122.188,1100000,2090,2000,4090,2540,12850,10270
2.75,3,3,9/10/2014,1.5,8,825059271,Nearest,0,0,1/1/1941,2012,98033,47.674,-122.196,900000,1590,1390,2980,1520,12600,9660
3.5,4,3,7/1/2014,2,10,825059349,Nearest,0,0,1/1/2008,0,98033,47.6744,-122.196,1020000,3770,0,3770,1520,8501,9660
2.25,5,3,3/24/2015,2,9,825069078,Mid_Farthest,0,0,1/1/1986,0,98053,47.6624,-122.062,850000,3100,0,3100,2370,97661,53993
2.5,3,3,6/19/2014,2,9,825069097,Mid_Farthest,0,0,1/1/1994,0,98053,47.668,-122.063,770000,2650,0,2650,2550,40705,42625
2.5,3,3,12/3/2014,1,8,825079019,Farthest,0,0,1/1/1989,0,98014,47.6601,-121.946,590000,3360,0,3360,2650,218235,220849
2.75,3,3,5/6/2015,2,9,825079024,Farthest,0,0,1/1/2000,0,98014,47.662,-121.944,785000,2990,0,2990,2590,207781,218671
1,2,3,12/15/2014,1,7,826000295,Mid_Farthest,0,0,1/1/1947,0,98136,47.5465,-122.384,379950,870,0,870,1240,7500,5709
1.75,3,4,8/26/2014,2,7,826000480,Mid_Farthest,1,0,1/1/1912,0,98136,47.5457,-122.383,448500,1300,0,1300,1300,4800,4800
2,4,3,2/6/2015,1.5,7,826000495,Mid_Farthest,2,0,1/1/1912,0,98136,47.5454,-122.383,557510,1580,0,1580,1580,4800,4800
1,5,4,11/17/2014,1.5,7,826059152,Mid_Nearest,0,0,1/1/1930,0,98011,47.7555,-122.204,435000,1670,500,2170,3170,65340,12884
1,2,3,10/29/2014,1,6,826069002,Mid_Farthest,0,0,1/1/1947,0,98077,47.7617,-122.061,355000,1350,0,1350,2330,368517,104108
3,4,3,12/12/2014,1.5,7,826069016,Mid_Farthest,0,0,1/1/1979,0,98077,47.7509,-122.056,458000,3280,0,3280,3210,62726,73616
2,3,4,11/7/2014,1,9,826069046,Mid_Farthest,0,0,1/1/1995,0,98077,47.7479,-122.062,740000,2100,0,2100,2290,72745,54885
2.25,3,3,9/3/2014,1,8,826069085,Mid_Farthest,0,0,1/1/1979,0,98077,47.7506,-122.063,460000,1590,490,2080,2270,50965,51836
2.25,3,4,4/6/2015,1,8,826069127,Mid_Farthest,0,0,1/1/1977,0,98077,47.7511,-122.072,483000,1330,770,2100,2100,43560,43560
